Player,TWR,Number of Matches,Kills,Assists,KDA,KD,KAS,Knocks,Kills/Knocks,Damage Dealt,AR Damage,DMR Damage,SR Damage,Avg Damage Dealt,Damage Taken,Avg Damage Taken,Damage Taken (Zone),Damage Taken (Enemy),Damage Dealt/Damage Taken,Revives,Died 1st,Died 2nd,Died 3rd,Died 4th,Knocked,Revived,Headshot Kills,Longest Kill (m),Stolen Kills,Lost Kills,Grenades Picked,Grenades Dropped,Grenades Thrown,Grenades Damage,Molotovs Picked,Molotovs Dropped,Molotovs Thrown,Molotovs Damage,Smokes Picked,Smokes Dropped,Smokes Thrown,Flashes Picked,Flashes Dropped,Flashes Thrown,Swimming Distance (km),Walk Distance (km),Ride Distance (km),Time Survived,Avg Time Survived,Heals,Health Recovered,Boosts,Vehicle Destroys
xMilli,68,6,4,4,1.3,0.7,0.7,8,0.5,2359.3,667.1,1559.5,0,393.2,1953.1,325.5,122,1665.4,1.4,2,1,2,1,2,6,2,1,110.9,0,0,17,2,7,132.8,0,0,0,0,24,0,6,14,1,2,0,16.9,25.9,2:18:01,0:23:00,25,1333.1,24,2
Vavoryd,66,6,5,5,1.7,0.8,0.7,5,1,1507.8,717.8,616.3,137.5,251.3,1257.9,209.7,21,1212.8,1.2,3,0,2,3,1,7,2,3,149,0,0,20,2,8,36.1,3,1,1,0,27,2,13,19,0,4,0,18.3,22.4,2:16:09,0:22:41,8,637.9,16,0
WHATHELLY,66,6,7,4,1.8,1.2,0.5,8,0.9,1531.2,618.6,803.2,0,255.2,1234,205.7,102.8,1111.9,1.4,1,4,1,1,0,6,0,2,86.5,0,0,21,0,5,109.3,5,1,1,0,23,1,9,7,0,0,0.2,12.4,44.7,1:46:29,0:17:44,9,534,12,1
CPLAY_Palme,65,6,6,2,1.3,1,0.8,5,1.2,1208.6,323.5,856.9,0,201.4,1126.8,187.8,86.4,1025.4,1.2,2,1,0,3,2,5,0,2,213.7,1,0,18,0,10,28.3,8,0,2,0,26,9,8,10,7,2,0,16.2,41.7,2:07:29,0:21:14,10,526.8,20,1
vaaazooo,64,6,9,4,2.6,1.8,0.5,4,2.3,1139.2,576.9,512.7,0,189.9,2323.8,387.3,66,2257.3,0.5,5,1,4,0,0,11,5,2,197.4,3,0,22,0,13,49.6,12,0,7,0,36,4,17,14,0,8,0,20.3,37.5,2:27:59,0:24:39,27,1672.6,36,3
Xerath--,64,6,6,3,1.5,1,0.7,9,0.7,1345.7,343.4,166.4,456.2,224.3,1142,190.3,50.2,1068.6,1.3,2,3,1,1,1,5,0,2,355.5,0,0,9,3,3,0,1,0,0,0,19,0,6,8,1,2,0,9.8,17.8,1:24:07,0:14:01,8,542,13,2
Sparta010111000,64,6,6,1,1.2,1,0.5,8,0.8,1670,653.1,973.7,0,278.3,1757,292.8,54,1699.3,1,0,1,0,4,1,7,2,0,96.3,1,0,17,0,7,43.1,2,0,0,0,28,4,15,8,0,1,0,16.6,23.9,2:09:01,0:21:30,22,1137,22,0
CRA_greggen,60,6,5,2,1.2,0.8,0.5,7,0.7,1400.9,315.2,811,0,233.5,1878.3,313,683.2,1092.6,1.3,3,1,0,1,4,5,2,0,499.2,0,1,19,2,7,131,3,0,1,0,22,1,9,13,3,7,0,17,33.3,2:21:24,0:23:34,27,1258.3,22,1
KILYAKAi,59,6,6,6,2,1,0.5,7,0.9,1072.7,416.1,402.9,0,178.8,1342.6,223.8,255.8,1078.9,1,0,0,2,2,2,6,1,2,50.8,0,0,16,1,0,0,5,1,1,0,25,0,1,17,0,1,0,12.2,43.7,1:50:26,0:18:24,8,632.6,20,0
Casualplayer803,59,6,4,2,1,0.7,0.8,4,1,1000,218,694,0,166.7,1350.2,225,184.2,1164.7,0.9,0,0,2,1,3,3,0,2,102,0,0,13,0,6,87.9,2,0,0,0,20,1,7,8,0,4,0,14.5,18.5,1:46:17,0:17:42,17,750.2,15,2
Kasatscho_030,59,6,6,2,1.3,1,0.7,7,0.9,988.5,258,646.2,0,164.7,1862.3,310.4,923.4,907,1.1,0,1,2,1,2,4,0,1,141.9,1,1,15,0,7,84.2,4,0,0,0,23,0,5,5,0,1,0.1,16.3,21.9,1:48:20,0:18:03,18,1262.3,15,0
Viereck_,57,6,3,3,1,0.5,0.7,5,0.6,1149,503.9,0,625.2,191.5,1609.1,268.2,464.8,1091.7,1.1,0,2,1,2,1,6,1,2,35.6,0,0,19,0,7,0,5,0,2,0,32,8,6,5,0,0,0,12.2,33.7,1:48:31,0:18:05,14,999.1,34,0
Z-I-B-M-A-N,57,6,4,3,1.2,0.7,0.7,5,0.8,1042.3,238.2,343.8,460.3,173.7,1939.3,323.2,69.4,1749.1,0.6,3,0,4,0,2,8,4,1,357.2,1,1,24,0,5,0,4,0,2,0,24,0,13,17,2,0,0,17.7,23.8,2:14:58,0:22:29,16,1299.3,42,0
LvcaJ,57,6,4,2,1,0.7,0.7,5,0.8,1065.7,613.6,367.8,43.6,177.6,1766.8,294.5,222.3,1534.2,0.7,0,2,1,1,2,8,4,1,98.4,0,0,14,0,7,40.7,2,0,0,0,22,0,9,11,0,1,0.1,15.1,24,1:50:36,0:18:26,30,1126.8,14,0
Eucalyptu5,55,6,4,4,1.3,0.7,0.7,5,0.8,836.2,395.3,239.4,159.9,139.4,1862.1,310.3,592,1227.9,0.7,3,1,2,2,1,5,0,0,324.4,2,2,21,3,9,41.5,5,0,1,0,44,10,14,22,7,8,0,15.7,19.5,2:13:39,0:22:16,25,1259.7,29,0
H4llow,55,6,6,1,1.2,1,0.5,6,1,1010.1,687,201.3,0,168.3,1083.2,180.5,146,928.6,1.1,1,1,2,1,2,4,0,2,346.4,0,0,11,0,6,121.8,2,0,0,0,18,1,9,9,0,1,0,12,19.7,1:26:53,0:14:28,9,483.2,13,0
neyko11,54,6,7,2,1.5,1.2,0.5,6,1.2,805.8,590.5,159.1,0,134.3,1197.6,199.6,158.6,992.4,0.8,0,0,2,2,2,6,2,3,146.6,1,0,7,0,4,56.1,3,0,2,0,16,0,5,7,0,0,0,13.2,29.5,1:47:31,0:17:55,11,576.6,18,3
CRA_Dimmea,54,6,4,4,1.3,0.7,0.5,5,0.8,1006.9,330.8,621.4,0,167.8,1734.2,289,584,1139.7,0.9,3,3,1,1,1,8,3,0,169.3,0,1,29,8,8,45.5,1,1,0,0,31,3,16,7,0,4,0,15.5,30.4,2:18:00,0:23:00,21,1104.2,27,0
OmBre1120-__-,54,6,2,3,0.8,0.3,0.8,3,0.7,768.9,390.2,371.4,0,128.2,1169.8,195,194,973.7,0.8,1,2,1,1,2,4,0,1,111.7,0,0,7,0,2,7.3,1,0,0,0,15,2,4,7,0,2,0,11.9,19.3,1:47:26,0:17:54,8,569.8,16,0
Roofo-_,54,6,4,1,0.8,0.7,0.5,5,0.8,1130.5,683.9,399.8,0,188.4,1230.1,205,15,1036.6,1.1,0,2,1,2,1,6,1,1,164.8,0,1,5,0,1,23.9,1,0,0,0,31,8,5,13,0,0,0,12.7,20.4,1:36:23,0:16:03,7,620.1,12,0
CHEFEX,53,6,4,2,1,0.7,0.7,4,1,801.6,511.2,248.3,0,133.6,964.2,160.7,68,796.2,1,0,2,2,2,0,7,1,0,140,0,0,12,0,3,42.2,6,0,1,0,22,2,4,17,8,1,0,11,17.1,1:27:28,0:14:34,5,354.2,12,1
CRYSTALOPS,53,6,2,5,1.2,0.3,0.5,2,1,1073.4,306,649,0,178.9,1471.7,245.3,110.4,1329.9,0.8,1,1,2,0,3,3,0,0,111.1,0,1,22,8,6,44,5,0,0,0,16,1,7,12,0,2,0,11.1,53,1:56:38,0:19:26,19,871.7,21,1
LithuanianShame,52,6,2,3,0.8,0.3,0.7,2,1,881.1,453.1,428,0,146.8,1269.1,211.5,139.1,1104.2,0.8,0,0,1,2,3,5,2,0,102.7,1,0,7,0,3,0,4,0,2,0,17,0,3,2,0,1,0,11.9,23.4,1:26:49,0:14:28,18,649.1,9,1
DOOUBTER,51,5,4,0,0.8,0.8,0.6,4,1,615.1,373.4,231.7,0,123,1076.5,215.3,80.6,981.1,0.6,0,0,0,3,2,4,1,1,84.1,0,0,13,3,3,10.1,4,1,2,0,20,2,7,12,3,2,0,8.7,41.5,1:31:53,0:18:22,15,566.5,11,0
pyyy__,50,6,3,2,0.8,0.5,0.7,2,1.5,647.1,377.3,197.9,0,107.8,1432.2,238.7,120.7,1290.2,0.5,1,1,1,3,1,6,1,0,81.3,0,0,13,3,2,0,2,0,0,0,16,1,6,7,0,0,0,14.4,31.8,1:56:39,0:19:26,18,818.7,13,0
multiimov,50,6,4,2,1,0.7,0.5,2,2,766.4,438.2,228.1,0,127.7,1116.9,186.2,322.6,790.1,1,2,3,1,1,1,5,0,0,144.2,0,0,18,0,3,0,2,0,0,0,33,9,3,21,5,2,0.1,11,23.4,1:29:50,0:14:58,14,516.9,11,1
HotNSpicy-,49,6,5,2,1.2,0.8,0.3,4,1.3,849.4,363.2,449.4,0,141.6,1038.1,173,0,1030.6,0.8,0,2,0,1,3,3,0,1,223.3,1,0,11,3,4,0,5,0,0,0,17,4,4,19,10,1,0,10.5,11.1,1:11:50,0:11:58,12,438.1,8,0
GlEW00GlE,48,6,1,3,0.7,0.2,0.7,2,0.5,632.1,402.4,74,0,105.3,1334.3,222.4,260,1066.6,0.6,2,1,2,2,1,5,0,0,20,0,0,24,5,10,2.3,5,0,1,34,22,0,9,11,0,1,0,11.8,29.4,1:41:06,0:16:51,15,734.3,18,0
h0lla,48,6,1,3,0.7,0.2,0.5,2,0.5,865,212.7,652.2,0,144.2,1021.8,170.3,0,974.1,0.9,0,3,3,0,0,8,2,0,22.6,0,1,21,0,4,0,1,1,0,0,19,1,3,10,0,0,0,13.3,20.2,1:51:11,0:18:31,8,401.8,16,0
Rolf-__-,46,6,3,1,0.7,0.5,0.5,1,3,618.1,264.5,340.1,0,103,1201.8,200.3,53,1068.2,0.6,0,2,2,2,0,6,0,2,210.3,0,0,6,0,1,13.4,5,0,1,0,23,6,2,11,0,4,0,13.5,19.7,1:43:56,0:17:19,10,601.8,15,1
mitsche,46,6,1,3,0.7,0.2,0.5,3,0.3,719.6,370.4,216.2,0,119.9,1589.5,264.9,83,1465.8,0.5,1,1,2,1,2,8,2,0,45.5,0,1,19,4,6,133,5,1,0,0,30,6,6,16,7,1,0,14.5,38.1,2:07:45,0:21:17,23,869.5,27,1
N4KOO,44,6,2,1,0.5,0.3,0.3,4,0.5,838,369.4,468.6,0,139.7,887.1,147.9,94,763.1,1.1,1,4,2,0,0,6,0,1,225.9,0,0,23,5,3,0,2,0,0,0,42,9,5,8,0,0,0,10.4,52.6,1:41:19,0:16:53,3,287.1,26,0
FutFut_,43,3,4,1,1.7,1.3,0.7,2,2,759.7,183.4,533.9,0,253.2,808,269.3,80,717.1,1.1,0,1,1,0,1,3,1,0,115,0,0,8,0,3,42.4,1,0,0,0,16,0,10,12,0,0,0,9.3,11.3,1:08:35,0:22:51,11,498,15,0
JRizzler,42,6,2,1,0.5,0.3,0.3,3,0.7,654.4,311.4,188.1,0,109.1,990.1,165,0,963.4,0.7,0,3,1,0,2,4,0,0,33.4,0,0,4,0,2,18.6,1,0,1,0,12,0,0,7,0,0,0,10,15.7,1:09:42,0:11:37,5,390.1,11,0
KOPFPICKNIK,41,6,3,2,0.8,0.5,0.3,4,0.8,498.1,310.3,0,97.8,83,1377.5,229.6,56,1263.9,0.4,3,3,1,0,2,5,0,3,127.7,0,0,12,0,2,0,4,0,0,0,20,1,13,12,0,0,0,14.1,22.7,1:54:28,0:19:04,13,677.5,15,0
Hopsnehmer,41,6,2,1,0.5,0.3,0.3,3,0.7,580.4,234.3,208.4,43.6,96.7,1581.5,263.6,46.8,1500.5,0.4,2,1,2,2,1,7,2,0,55.1,0,0,12,0,8,0,1,0,0,0,18,2,8,11,3,1,0,17.8,22.9,2:14:39,0:22:26,22,961.5,19,0
CPLAY_Jonas9366,40,6,1,1,0.3,0.2,0.3,4,0.3,627.8,268,273.1,0,104.6,1052.5,175.4,125.4,847.1,0.7,0,2,3,0,0,6,0,1,223.2,0,1,22,5,3,86.6,1,1,0,0,31,12,3,12,1,0,0,10.3,41.5,1:47:46,0:17:57,5,352.5,20,0
FH_Schmidtzzn,38,6,1,2,0.5,0.2,0.2,3,0.3,674.9,175.8,298.7,183.1,112.5,1313.7,218.9,263,1018.1,0.7,0,1,2,3,0,6,1,0,94.8,0,0,17,0,2,17.3,2,0,1,0,22,2,10,15,0,2,0,10.8,49.8,1:44:34,0:17:25,13,703.7,24,0
sc0bar,37,5,0,2,0.4,0,0.2,1,0,509.6,0,211.3,87.4,101.9,1252.1,250.4,137.3,1110.4,0.5,0,1,2,0,2,3,0,0,0,0,0,20,3,6,50.7,1,0,0,0,15,3,5,15,7,0,0,13.5,28.8,1:43:55,0:20:47,21,752.1,17,2
kraka-,32,6,0,2,0.3,0,0.3,0,0,71.3,28.8,42.5,0,11.9,977.6,162.9,89.2,856.3,0.1,2,0,2,3,1,5,0,0,0,0,0,11,0,1,0,2,0,0,0,21,0,7,9,0,0,0.1,13.7,27,1:43:47,0:17:17,8,377.6,12,0
WaschbeckenReus,29,6,0,1,0.2,0,0.2,1,0,192.9,85.8,107.1,0,32.2,1033.1,172.2,188.8,805.4,0.2,0,4,2,0,0,6,0,0,0,0,1,15,0,2,0,3,0,0,0,20,0,3,9,0,0,0,12.9,34.4,1:55:11,0:19:11,15,433.1,9,0
PD_Bxmbi,29,6,0,0,0,0,0,2,0,460.5,0,360.5,100,76.8,978.4,163.1,0,978.4,0.5,0,1,3,2,0,7,1,0,0,0,0,16,2,5,0,0,0,0,0,14,0,3,5,0,0,0,9.2,15.2,1:13:21,0:12:13,8,368.4,11,0
PD_ThoRax,28,6,0,0,0,0,0,1,0,348.4,100,248.4,0,58.1,963.2,160.5,0,931.1,0.4,1,0,2,3,1,5,0,0,0,0,0,9,0,4,0,4,0,1,0,20,0,4,6,0,0,0,12.8,15.9,1:22:38,0:13:46,9,360.3,12,0
JoergFrank,26,3,0,3,1,0,0.3,2,0,284.1,65.2,219,0,94.7,666,222,3,593.1,0.5,1,2,1,0,0,3,0,0,0,0,1,8,0,0,0,2,0,0,0,12,0,2,5,0,0,0,9.4,11.2,1:01:09,0:20:23,10,366,7,0
Moesiii,14,1,1,0,1,1,1,1,1,192.5,71.7,66.1,0,192.5,333.8,333.8,0,333.8,0.6,1,0,0,1,0,2,1,1,102.4,0,0,2,0,2,54.8,0,0,0,0,3,1,2,2,1,1,0,4.2,3.4,0:24:40,0:24:40,7,223.8,6,0
AzazeL-CrowLey,96,7,23,16,6.5,3.8,1,20,1.1,4182.6,1671,1639.3,327.3,597.5,2442.3,348.9,312.2,2112.9,2,7,1,0,1,2,10,6,3,278.1,1,1,31,0,24,345,9,0,3,0,41,6,12,16,0,1,0,21.8,28.2,2:44:38,0:23:31,40,1709.2,33,1
DamiKosha,92,7,19,7,5.2,3.8,0.9,19,1,2665.9,1177.4,830.9,61.2,380.8,2357.9,336.8,385.2,1910.6,1.4,7,0,1,0,3,12,5,2,303.8,1,1,25,4,11,388.9,8,0,5,84,28,0,14,22,4,7,0,20.5,29.5,2:25:46,0:20:49,37,1487.9,37,1
SOA_LastOG,91,7,21,4,3.6,3,0.9,16,1.3,2426.5,1165.1,944.2,183,346.6,2162.4,308.9,0,2153.5,1.1,1,1,3,2,1,8,0,7,381.1,0,0,27,0,18,0,7,0,1,0,45,6,11,16,0,0,0,20.2,30.9,2:26:07,0:20:52,29,1362.4,36,2
forzevsky,90,7,17,7,4.8,3.4,0.9,14,1.2,2709.9,1355.7,600.5,76.5,387.1,1996.5,285.2,201.1,1631.1,1.7,2,0,1,2,1,6,1,4,183.4,0,0,28,1,22,568.3,5,0,5,137.5,50,5,20,22,10,6,0,21.5,31.8,2:40:21,0:22:54,19,1307.3,64,2
coldfn,90,7,20,4,3.4,2.9,0.9,16,1.3,3603,1790,1567.4,0,514.7,2897.2,413.9,21,2852.5,1.3,0,0,3,1,1,8,3,2,243.6,3,1,22,1,14,45.5,8,0,7,0,47,4,16,14,3,4,0,19.9,33.5,2:18:38,0:19:48,38,2167.2,38,2
Mk3esports,85,7,15,2,2.4,2.1,1,15,1,2430.7,1495,835.7,0,347.2,2491.4,355.9,325.8,2124,1.1,2,2,1,1,3,9,4,3,691.4,2,1,28,1,11,0,4,2,1,0,39,8,17,15,0,3,0,14.7,26.5,2:08:55,0:18:25,36,1651.4,36,1
Matador--,84,6,12,5,3.4,2.4,0.8,13,0.9,1954.3,639.1,1258.5,0,325.7,1857.6,309.6,516.4,1290.3,1.5,2,0,2,1,2,9,4,5,283.4,0,1,14,1,5,56.7,3,0,1,0,28,6,5,15,6,0,0,19.5,31.1,2:18:54,0:23:09,27,1217.6,29,1
JamanKZ,84,7,18,8,3.7,2.6,0.6,15,1.2,2466.4,1227.3,827.3,90.1,352.3,2508.6,358.4,567.7,1895.7,1.3,1,1,2,2,1,10,2,6,214,4,0,26,2,7,237.4,5,0,1,0,35,3,9,12,5,1,0,18.9,37.7,2:25:30,0:20:47,31,1588.2,32,0
Rasul-_,81,7,11,7,2.6,1.6,0.9,7,1.6,2125,607.8,921,272,303.6,2914.1,416.3,394.6,2488.5,0.9,2,1,0,3,3,12,7,1,309.1,3,1,22,1,10,178.8,8,0,2,86,39,2,16,19,0,6,0,17.5,29.6,2:30:21,0:21:28,46,2142.5,59,0
IZZI_TOP,80,6,11,3,2.3,1.8,0.8,10,1.1,1757.9,1374.7,383.2,0,293,2427.7,404.6,614.8,1777.1,1,3,1,2,2,1,10,4,8,103,2,1,13,0,8,0,4,1,1,0,23,0,6,13,0,2,0,13.1,22.8,1:47:29,0:17:54,35,1687.7,34,0
AKON-__,80,7,12,3,2.1,1.7,0.9,11,1.1,2180.7,1429.7,710.2,0,311.5,2732.3,390.3,680.4,1987.1,1.1,3,0,1,1,3,6,1,4,395.9,1,1,16,1,7,40.8,6,0,1,0,37,1,12,17,0,2,0,21.2,25.7,2:25:40,0:20:48,44,1822.3,38,0
Peacemak3r-_,79,7,10,4,2,1.4,1,11,0.9,2000.2,727.6,779.1,0,285.7,3563.8,509.1,2616.4,904.4,2.2,2,1,0,3,3,4,0,1,182.7,1,1,24,3,8,141.4,2,0,0,0,24,5,10,11,8,0,0,20.8,22.7,2:21:30,0:20:12,68,2863.8,53,1
TUNDRA001,78,7,11,5,2.7,1.8,0.9,14,0.8,1874.2,710.2,1029.9,0,267.7,1487.1,212.4,252.2,1208.2,1.6,0,0,2,1,3,6,1,5,487.7,0,0,21,0,5,0,5,0,2,35,29,2,5,7,2,0,0,20.5,28.6,2:29:42,0:21:23,12,777.1,24,0
fuziiiiiiii_-,78,7,10,4,2,1.4,0.9,16,0.6,2367.2,1328.1,245.7,45,338.2,1685.5,240.8,128.2,1455.5,1.6,1,0,0,4,3,5,1,3,83.7,0,2,5,0,4,312,2,0,0,0,16,0,2,8,0,3,0,9.9,12.3,1:09:22,0:09:54,18,974.2,19,0
KOREAAAseoul,77,7,8,7,2.1,1.1,0.9,10,0.8,2059,918.5,746.9,226.4,294.1,1828.6,261.2,407,1399.1,1.5,2,1,2,1,2,10,4,1,93,0,2,22,2,10,67.8,4,0,2,0,35,1,19,20,2,7,0.1,17.6,26.9,2:19:52,0:19:58,17,987.6,46,1
NanHun-,77,7,12,5,2.4,1.7,0.9,10,1.2,1743.7,887.7,744.7,0,249.1,2438.9,348.4,355.7,1993,0.9,4,1,3,1,1,12,6,5,260.8,1,0,22,3,8,80.6,5,0,0,0,37,4,15,27,9,3,0,17.2,31.9,2:22:57,0:20:25,27,1577.4,54,1
Taevmeister,76,7,8,8,2.7,1.3,0.7,9,0.9,2309.3,377.4,1778.4,0,329.9,2999.3,428.5,1041.8,1876.3,1.2,3,2,1,1,1,14,7,2,163.3,0,0,20,5,8,85,7,0,2,0,50,7,12,9,2,4,0,18.4,39.5,2:33:44,0:21:57,41,2202.1,44,0
NBAFristailo_-,75,7,8,9,2.4,1.1,1,10,0.8,1675.9,1085.4,489.2,0,239.4,1806.7,258.1,55.8,1652.4,1,9,2,1,2,2,8,1,0,194.6,0,1,22,1,3,32.1,5,1,0,0,22,1,6,13,1,2,0,17.9,25.6,2:10:03,0:18:34,17,992.8,38,1
Kesh1rG1leme-,75,6,10,3,2.2,1.7,0.8,9,1.1,1488,698.2,410.5,0,248,1904,317.3,139.4,1636.5,0.9,2,0,1,2,3,5,2,2,106.6,0,1,32,1,13,279.3,7,3,0,0,39,9,12,13,4,0,0,16.5,28.3,2:04:20,0:20:43,25,1282.9,38,2
iamf1ve-,74,7,11,2,1.9,1.6,0.7,13,0.8,2000,1244,251.9,0,285.7,1332.1,190.3,302,872.7,2.3,2,2,1,3,1,7,1,5,142.8,0,0,14,1,5,2.3,1,0,0,0,24,0,8,10,1,0,0,12.8,16.2,1:32:15,0:13:10,9,622.1,20,0
femto--,72,5,9,3,2.4,1.8,1,8,1.1,1327.6,730.4,497.1,0,265.5,1551.8,310.4,213,1328.6,1,3,1,1,0,3,4,2,0,230.6,1,0,6,0,5,3.9,1,0,1,0,16,0,7,3,0,0,0,11.2,15.8,1:23:56,0:16:47,20,1031.8,22,0
hoba_-,72,6,5,3,1.3,0.8,0.8,8,0.6,1877.4,1080.7,440.6,100,312.9,1778.2,296.4,127.5,1650,1.1,1,3,2,0,1,9,4,1,109.8,0,0,13,0,8,105.7,1,0,1,0,20,4,5,8,0,3,0,9.2,12.8,1:17:36,0:12:56,24,1138.2,19,1
SmanARMAN,71,7,7,7,2,1,0.9,6,1.2,1702.8,851.8,677.9,0,243.3,2670.9,381.6,1104.7,1561.5,1.1,0,0,2,4,1,9,2,1,328.7,1,1,18,0,6,78,6,1,1,4,35,4,24,14,2,2,0,16.1,29,2:16:00,0:19:25,33,1850.9,46,0
077DMr-,71,5,10,1,2.8,2.5,0.8,7,1.4,1395.4,787.1,402.5,192.3,279.1,1253.6,250.7,25,1203.2,1.2,5,0,0,2,2,6,2,4,207,1,0,13,2,6,3.6,1,0,1,0,28,1,13,14,7,4,0,16.2,23.3,2:01:06,0:24:13,12,833.6,32,0
N1mble_-,69,7,8,9,2.4,1.1,0.7,5,1.6,1604.6,882.4,722.2,0,229.2,1724.3,246.3,121.4,1437.5,1.1,2,3,1,2,1,9,2,1,266.7,1,0,15,0,1,0,3,0,1,0,23,0,6,17,0,2,0,17,35.4,2:07:19,0:18:11,9,904.3,32,0
keizMODE,67,7,6,4,1.4,0.9,0.6,9,0.7,2070.3,857.8,589.1,0,295.8,1923.9,274.8,9,1784.3,1.2,1,2,0,3,1,8,2,1,44.6,0,3,18,3,10,280.8,1,0,0,0,24,1,5,13,2,1,0.1,16,17.4,1:52:01,0:16:00,23,1103.9,31,1
imSancho,67,7,6,3,1.3,0.9,0.6,16,0.4,2291.2,566,51.3,1503.9,327.3,1609.5,229.9,317.3,1279.9,1.8,0,3,0,2,1,8,1,1,243.7,0,1,13,5,2,46,1,0,0,0,19,2,3,8,0,0,0,13,15.3,1:29:28,0:12:46,15,798.2,17,0
KoyaN-,67,7,9,2,1.6,1.3,0.7,6,1.5,1581.7,302,907.3,176.3,226,1864.2,266.3,377.4,1427.6,1.1,0,1,1,5,0,11,3,0,251.1,1,0,16,1,6,51.8,5,0,1,0,15,3,1,4,2,0,0,13.6,17.5,1:41:41,0:14:31,20,1032.6,19,0
200-P1NG,66,7,8,5,2.2,1.3,0.7,6,1.3,1402.1,569.6,338.7,280.9,200.3,2300,328.6,753.3,1425.7,1,5,1,0,2,3,5,1,3,413.8,1,0,28,0,16,253,0,0,0,0,33,0,18,14,3,0,0,20.6,40.5,2:47:35,0:23:56,32,1688.4,45,1
RemarQue-,64,7,6,3,1.3,0.9,0.7,9,0.7,1566.8,821.1,519.7,0,223.8,1766.1,252.3,142.8,1618,1,3,1,2,1,3,7,2,1,351.6,0,0,14,0,5,226.1,1,1,0,0,25,2,9,8,7,1,0,13.5,22.5,1:41:36,0:14:30,16,1046.1,21,0
XIRURG_RR,62,7,7,4,1.6,1,0.7,10,0.7,1246.8,455.2,494.7,0,178.1,1598.1,228.3,55.2,1439.1,0.9,2,0,3,0,2,7,0,3,111.7,0,2,13,1,3,7.4,1,0,1,0,15,0,2,7,0,1,0,13.4,15.2,1:46:41,0:15:14,8,598.1,21,0
Ayanskiy_,61,7,5,4,1.3,0.7,0.9,6,0.8,1145.5,299.9,162.9,295.8,163.6,1231.9,176,23,1133.9,1,3,1,1,1,3,6,1,1,18.4,1,1,13,1,5,107.5,5,2,1,48,20,0,4,17,0,1,0,15.7,8.8,1:41:53,0:14:33,10,421.9,15,1
hANSOLOWWS,60,7,6,1,1,0.9,0.4,9,0.7,1861.2,164.7,1355,0,265.9,1437,205.3,304.9,1129,1.6,2,1,2,0,4,4,0,2,111.6,0,0,14,0,8,0,3,1,0,0,16,2,5,7,2,2,0,17.4,16.2,1:54:38,0:16:22,13,737,24,1
Bakenzo,58,7,4,3,1,0.6,0.7,6,0.7,1317.8,602.1,485.1,0,188.3,1850.6,264.4,139,1683.3,0.8,1,0,1,2,4,10,2,2,44.3,0,0,19,1,7,0,2,1,0,0,21,0,6,15,1,0,0,13.9,20.6,2:10:45,0:18:40,9,830.6,55,1
012zxc,58,6,5,1,1,0.8,0.7,7,0.7,1082.2,490.9,193.1,0,180.4,1410,235,142.1,1267,0.9,3,0,3,2,1,7,2,1,128.7,0,0,14,0,2,0,3,1,1,0,16,0,5,9,0,2,0,12.5,17,1:29:28,0:14:54,17,790,21,0
ayagan-,58,7,6,2,1.1,0.9,0.7,8,0.8,1108.4,189,396.4,0,158.3,1296.9,185.3,124.7,1139.6,1,3,3,1,3,0,8,1,3,39,0,1,5,0,4,109.8,4,0,4,0,25,0,9,6,0,0,0,11.3,19.5,1:25:56,0:12:16,12,586.9,17,2
JOAOFELIXXXXXXX,57,7,7,4,1.8,1.2,0.4,5,1.4,1226.4,746.4,397.5,0,175.2,1575.3,225,60,1493.3,0.8,3,2,0,1,1,10,4,2,237.1,1,0,17,1,6,82.5,7,0,1,0,33,0,0,18,0,0,0,15.2,30.9,2:06:16,0:18:02,13,735.3,32,0
Kursant,56,7,6,4,1.4,0.9,0.6,5,1.2,1080.8,657.9,347.9,0,154.4,1110.1,158.6,33,1069.9,1,3,0,2,1,3,7,2,2,151.7,0,0,13,0,6,75,2,0,0,0,23,0,5,7,0,0,0,13,16.9,1:28:36,0:12:39,2,290.1,20,0
ABEKE--,56,7,5,4,1.3,0.7,0.7,5,1,949.2,492.5,338.5,46.2,135.6,1712.1,244.6,58.6,1638.2,0.6,6,3,2,2,0,11,4,2,240.3,0,0,19,0,6,72,2,0,1,0,13,0,5,10,0,0,0.1,17.1,36.5,2:02:32,0:17:30,17,972.1,23,1
Njn15,55,7,5,2,1,0.7,0.4,6,0.8,1434,372.2,716.9,0,204.9,1760.3,251.5,260.5,1442.5,1,1,2,1,2,2,8,4,1,279.1,1,0,13,1,4,56.7,3,0,0,0,21,0,8,15,3,3,0,10.8,22.2,1:45:41,0:15:05,23,1018.3,28,1
Maestr0-_,54,7,8,1,1.5,1.3,0.4,5,1.6,1037.1,438.4,598.6,0,148.2,1590.3,227.2,274.4,1296.2,0.8,1,1,3,0,1,7,2,3,205.1,1,0,17,2,4,0,4,0,0,0,30,4,4,12,3,0,0,18.4,33,2:26:01,0:20:51,31,869.5,27,0
ArchEE04,53,7,6,2,1.3,1,0.6,6,1,887.1,240.8,0,615.9,126.7,1063.8,152,272,723.8,1.2,1,3,2,1,0,7,1,2,163.3,0,0,8,0,2,0,3,0,2,0,12,1,2,7,0,1,0,16.4,16.2,1:38:34,0:14:04,12,453.6,15,0
